level,ai_method,run,steps,time_ms,cost,success,replans,fallbacks
3,a_star,14,36,9.54,36,True,0,0
3,a_star,15,36,9.83,36,True,0,0
3,a_star,16,36,9.96,36,True,0,0
3,a_star,17,36,9.71,36,True,0,0
3,a_star,18,36,9.96,36,True,0,0
3,a_star,19,36,9.54,36,True,0,0
3,a_star,20,36,9.62,36,True,0,0
3,a_star,21,36,9.75,36,True,0,0
3,a_star,22,36,9.92,36,True,0,0
3,a_star,23,36,9.46,36,True,0,0
3,a_star,24,36,9.79,36,True,0,0
3,a_star,25,36,9.46,36,True,0,0
3,a_star,26,36,9.71,36,True,0,0
3,a_star,27,36,9.21,36,True,0,0
3,a_star,28,36,9.62,36,True,0,0
3,a_star,29,36,9.37,36,True,0,0
3,a_star,30,36,9.67,36,True,0,0
3,a_star_noise,1,67,129356.46,1351,True,3,0
3,a_star_noise_fallback,2,289,1019968.83,10386,False,0,1
3,a_star_noise_fallback,3,38,19862.67,236,True,0,0
3,a_star_noise_fallback,4,46,49835.0,541,True,0,0
3,a_star_noise_fallback,5,1000,3169756.87,32377,False,0,1
3,a_star_noise_fallback,6,36,11.21,36,True,0,0
3,a_star_noise_fallback,7,36,29772.83,333,True,0,0
3,a_star_noise_fallback,8,36,19897.62,234,True,0,0
3,a_star_noise_fallback,9,38,39822.58,434,True,0,0
3,a_star_noise_fallback,10,36,99786.38,1026,True,0,0
3,a_star_noise_fallback,11,41,19731.75,238,True,1,0
3,a_star_noise_fallback,12,36,9.96,36,True,0,0
3,a_star_noise_fallback,13,38,109715.17,1127,True,0,0
3,a_star_noise_fallback,14,43,19774.0,240,True,1,0
3,a_star_noise_fallback,15,38,9837.63,137,True,0,0
3,a_star_noise_fallback,16,42,159611.83,1624,True,2,0
3,a_star_noise_fallback,17,36,119842.54,1224,True,0,0
3,a_star_noise_fallback,18,372,1747707.08,17398,True,0,1
3,a_star_noise_fallback,19,1000,3001606.21,30398,False,1,1
3,a_star_noise_fallback,20,1000,3269918.5,33368,False,0,1
3,a_star_noise_fallback,21,845,2719520.37,27768,True,1,1
3,a_star_noise_fallback,22,1000,4148883.79,41780,False,0,1
3,a_star_noise_fallback,23,36,19797.79,234,True,0,0
3,a_star_noise_fallback,24,44,79833.08,836,True,0,0
3,a_star_noise_fallback,25,49,79628.67,840,True,1,0
3,a_star_noise_fallback,26,38,29884.33,335,True,0,0
3,a_star_noise_fallback,27,38,9929.46,137,True,0,0
3,a_star_noise_fallback,28,1000,2076736.92,21484,False,0,1
3,a_star_noise_fallback,29,36,89649.38,927,True,0,0
3,a_star_noise_fallback,30,39,19610.54,236,True,1,0
3,bfs,1,36,29814.33,333,True,0,0
3,bfs,2,36,29839.71,333,True,0,0
3,bfs,3,36,29835.54,333,True,0,0
3,bfs,4,36,29833.71,333,True,0,0
3,bfs,5,36,29847.12,333,True,0,0
3,bfs,6,36,29845.71,333,True,0,0
3,bfs,7,36,29939.25,333,True,0,0
3,bfs,8,36,29856.54,333,True,0,0
3,bfs,9,36,29860.71,333,True,0,0
3,bfs,10,36,29846.54,333,True,0,0
3,bfs,11,36,29852.0,333,True,0,0
3,bfs,12,36,29856.63,333,True,0,0
3,bfs,13,36,29842.92,333,True,0,0
3,bfs,14,36,29852.88,333,True,0,0
3,bfs,15,36,29852.42,333,True,0,0
3,bfs,16,36,29854.46,333,True,0,0
3,bfs,17,36,29856.13,333,True,0,0
3,bfs,18,36,29858.17,333,True,0,0
3,bfs,19,36,29853.25,333,True,0,0
3,bfs,20,36,29845.92,333,True,0,0
3,bfs,21,36,29854.25,333,True,0,0
3,bfs,22,36,29855.75,333,True,0,0
3,bfs,23,36,29856.42,333,True,0,0
3,bfs,24,36,29853.92,333,True,0,0
3,bfs,25,36,29856.83,333,True,0,0
3,bfs,26,36,29851.54,333,True,0,0
3,bfs,27,36,29854.04,333,True,0,0
3,bfs,28,36,29860.08,333,True,0,0
3,bfs,29,36,29858.58,333,True,0,0
3,bfs,30,36,29856.08,333,True,0,0
3,bfs_noise,1,1000,3821818.62,38611,False,6,0
3,bfs_noise,2,41,69699.12,731,True,3,0
3,bfs_noise,3,44,179759.21,1822,True,4,0
3,bfs_noise,4,40,169775.29,1721,True,2,0
3,bfs_noise,5,219,869988.12,8831,True,0,0
3,bfs_noise,6,72,319794.63,3230,True,10,0
3,bfs_noise,7,1000,5095729.58,51280,False,4,0
3,bfs_noise,8,39,49737.29,533,True,1,0
3,bfs_noise,9,45,179802.79,1822,True,5,0
3,bfs_noise,10,40,59791.63,632,True,2,0
3,bfs_noise,11,238,1040803.58,10528,True,5,0
3,bfs_noise,12,38,49753.79,533,True,0,0
3,bfs_noise,13,44,169762.17,1721,True,6,0
3,bfs_noise,14,1000,3623937.12,36538,False,0,0
3,bfs_noise,15,37,149763.88,1521,True,1,0
3,bfs_noise,16,52,219818.17,2222,True,8,0
3,bfs_noise,17,37,69748.25,729,True,1,0
3,bfs_noise,18,1000,3319732.42,33861,False,3,0
3,bfs_noise,19,332,1011782.33,10131,True,2,0
3,bfs_noise,20,46,209754.75,2121,True,4,0
3,bfs_noise,21,53,209681.21,2125,True,7,0
3,bfs_noise,22,47,149745.88,1529,True,3,0
3,bfs_noise,23,1000,2889985.83,29597,False,0,0
3,bfs_noise,24,1000,3408695.54,34643,False,5,0
3,bfs_noise,25,1000,2959861.96,30291,False,0,0
3,bfs_noise,26,1000,3966921.0,40099,False,0,0
3,bfs_noise,27,56,79713.08,842,True,6,0
3,bfs_noise,28,36,39776.08,432,True,0,0
3,bfs_noise,29,179,599729.96,6112,True,3,0
3,bfs_noise,30,42,189737.33,1919,True,4,0
3,ucs,1,36,19.54,36,True,0,0
3,ucs,2,36,16.92,36,True,0,0
3,ucs,3,36,14.75,36,True,0,0
3,ucs,4,36,13.08,36,True,0,0
3,ucs,5,36,13.33,36,True,0,0
3,ucs,6,36,12.62,36,True,0,0
3,ucs,7,36,13.04,36,True,0,0
3,ucs,8,36,12.58,36,True,0,0
3,ucs,9,36,12.96,36,True,0,0
3,ucs,10,36,12.75,36,True,0,0
3,ucs,11,36,12.87,36,True,0,0
3,ucs,12,36,12.58,36,True,0,0
3,ucs,13,36,12.67,36,True,0,0
3,ucs,14,36,12.67,36,True,0,0
3,ucs,15,36,12.71,36,True,0,0
3,ucs,16,36,12.79,36,True,0,0
3,ucs,17,36,12.83,36,True,0,0
3,ucs,18,36,12.71,36,True,0,0
3,ucs,19,36,12.75,36,True,0,0
3,ucs,20,36,12.63,36,True,0,0
3,ucs,21,36,12.71,36,True,0,0
3,ucs,22,36,12.71,36,True,0,0
3,ucs,23,36,12.79,36,True,0,0
3,ucs,24,36,12.75,36,True,0,0
3,ucs,25,36,12.58,36,True,0,0
3,ucs,26,36,12.75,36,True,0,0
3,ucs,27,36,12.75,36,True,0,0
3,ucs,28,36,12.75,36,True,0,0
3,ucs,29,36,16.75,36,True,0,0
3,ucs,30,36,12.58,36,True,0,0
3,ucs_noise,1,38,20000.67,236,True,0,0
3,ucs_noise,2,36,109795.25,1125,True,0,0
3,ucs_noise,3,45,49680.92,539,True,1,0
3,ucs_noise_fallback,4,527,1739916.71,17750,False,0,1
3,ucs_noise_fallback,5,40,39779.25,436,True,0,0
3,ucs_noise_fallback,6,47,49621.17,541,True,1,0
3,ucs_noise_fallback,7,1000,3600814.21,36636,False,0,1
3,ucs_noise_fallback,8,45,19607.42,242,True,1,0
3,ucs_noise_fallback,9,36,99726.54,1026,True,0,0
3,ucs_noise_fallback,10,42,179774.21,1824,True,0,0
3,ucs_noise_fallback,11,36,9824.21,135,True,0,0
3,ucs_noise_fallback,12,37,141601.0,1422,True,1,0
3,ucs_noise_fallback,13,1000,2043929.71,20792,False,0,1
3,ucs_noise_fallback,14,36,129702.5,1323,True,0,0
3,ucs_noise_fallback,15,36,89762.58,927,True,0,0
3,ucs_noise_fallback,16,54,187577.42,1834,True,2,0
3,ucs_noise_fallback,17,37,19685.79,234,True,1,0
3,ucs_noise_fallback,18,36,32807.96,333,True,0,0
3,ucs_noise_fallback,19,40,25712.58,238,True,0,0
3,ucs_noise_fallback,20,39,158149.58,1424,True,1,0
3,ucs_noise_fallback,21,1000,3538951.08,35050,False,0,1
3,ucs_noise_fallback,22,1000,4534910.62,44054,False,0,1
3,ucs_noise_fallback,23,38,9658.21,137,True,0,0
3,ucs_noise_fallback,24,36,152659.29,1125,True,0,0
3,ucs_noise_fallback,25,1000,3620903.08,36140,False,0,1
3,ucs_noise_fallback,26,1000,3429661.04,34951,False,0,1
3,ucs_noise_fallback,27,38,29739.58,335,True,0,0
3,ucs_noise_fallback,28,36,13.79,36,True,0,0
3,ucs_noise_fallback,29,48,89606.42,939,True,0,0
3,ucs_noise_fallback,30,119,509628.75,5165,True,3,1
